type,dist,longitude,latitude
A2,東區,120.968745,24.803238
A2,東區,120.997731,24.798661
A2,香山區,120.95605,24.784557
A2,北區,120.954804,24.793977
A2,北區,120.970037,24.817072
A2,北區,121.006337,24.80402
A2,北區,120.95363,24.793993
A2,東區,120.997419,24.796513
A2,北區,120.960509,24.803463
A2,東區,120.975132,24.795799
A2,東區,120.994782,24.79815
A2,香山區,120.940001,24.791775
A2,北區,120.973203,24.820903
A2,北區,120.960038,24.796755
A2,北區,120.974867,24.82125
A2,北區,120.967505,24.823138
A2,香山區,120.941492,24.795218
A2,東區,121.01648,24.773123
A2,東區,120.983671,24.809591
A2,東區,120.96533,24.799726
A2,東區,121.015206,24.775896
A2,香山區,120.952134,24.757168
A2,香山區,120.926603,24.790941
A2,東區,121.007468,24.796
A2,東區,120.985251,24.775196
A2,東區,121.020002,24.77812
A2,東區,121.013673,24.771827
A2,北區,120.939582,24.839049
A2,東區,121.014611,24.773027
A2,東區,121.02476,24.779844
A2,東區,120.988508,24.807785
A2,東區,120.983129,24.799003
A2,香山區,120.925434,24.80413
A2,東區,121.014293,24.775684
A2,東區,121.020454,24.78204
A2,東區,121.002311,24.797895
A2,東區,120.987961,24.80036
A2,東區,121.007717,24.785958
A2,香山區,120.937037,24.771225
A2,東區,121.008061,24.777457
A2,香山區,120.975062,24.796379
A2,香山區,120.918744,24.780178
A2,東區,120.982406,24.811066
A2,東區,121.015391,24.767763
A2,東區,120.964193,24.797406
A2,香山區,120.9494,24.794526
A2,東區,120.969252,24.794364
A2,東區,121.009525,24.781351
A2,東區,121.023924,24.776056
A2,北區,120.978035,24.823623
A2,北區,120.955734,24.814926
A2,東區,120.995399,24.802035
A2,東區,120.983201,24.802399
A2,東區,120.978711,24.768442
A2,東區,120.973497,24.804101
A2,東區,120.993775,24.775527
A2,北區,120.984105,24.81704
A2,北區,120.959636,24.803512
A2,東區,121.002086,24.782761
A2,東區,120.95622,24.797879
A2,東區,121.00886,24.787292
A2,東區,121.008893,24.787316
A2,北區,120.965469,24.810656
A2,東區,120.963178,24.798271
A2,東區,121.006919,24.781606
A2,東區,121.006919,24.781606
A2,東區,120.97468,24.803857
A2,北區,120.959918,24.798449
A2,北區,120.96146,24.800046
A2,香山區,120.946522,24.793865
A2,東區,120.968738,24.800407
A2,北區,120.988621,24.821091
A2,東區,120.993378,24.792061
A2,東區,121.009073,24.77153
A2,東區,120.970671,24.798211
A2,北區,120.965704,24.813205
A2,東區,120.987377,24.779389
A2,東區,120.972981,24.794314
A2,香山區,120.978915,24.767641
A2,北區,120.968536,24.80011
A2,東區,120.978136,24.798281
A2,東區,120.983451,24.803267
A2,東區,120.989154,24.775696
A2,東區,120.974349,24.813597
A2,北區,120.967832,24.810418
A2,北區,120.978688,24.823868
A2,北區,120.943046,24.837076
A2,東區,121.005211,24.802346
A2,北區,120.960708,24.796665
A2,東區,120.981072,24.814659
A2,東區,120.977449,24.803641
A2,東區,121.004644,24.791034
A2,東區,120.994056,24.798387
A2,東區,120.998964,24.795303
A2,北區,120.957895,24.796756
A2,東區,121.018398,24.786853
A2,東區,121.021569,24.781576
A2,北區,120.965634,24.804668
A2,東區,120.980782,24.803157
A2,東區,120.980692,24.803212
A2,北區,120.962713,24.805767
A2,北區,120.961027,24.815575
A2,東區,120.956746,24.789876
A2,東區,120.96802,24.796592
A2,北區,120.966795,24.808957
A2,東區,120.972773,24.794112
A2,北區,120.958164,24.807785
A2,東區,120.975899,24.7969
A2,東區,120.969959,24.800956
A2,北區,120.964159,24.806326
A2,東區,120.976632,24.80659
A2,東區,120.975062,24.796379
A2,北區,120.962058,24.802374
A2,北區,120.958954,24.817726
A2,東區,121.005104,24.799067
A2,北區,120.934039,24.842389
A2,東區,120.997727,24.798641
A2,北區,120.962086,24.810439
A2,北區,120.955933,24.812534
A2,東區,121.021882,24.785294
A2,東區,120.976743,24.815897
A2,東區,121.013114,24.794114
A2,東區,120.983266,24.802391
A2,北區,120.955064,24.803432
A2,北區,120.955305,24.83017
A2,北區,120.967056,24.819913
A2,東區,120.980915,24.814784
A2,東區,120.99381,24.799281
A2,北區,120.961575,24.804693
A2,東區,120.99785,24.795983
A2,香山區,120.947925,24.758524
A2,東區,121.020568,24.782029
A2,東區,121.009644,24.787568
A2,東區,120.973692,24.803762
A2,東區,121.024072,24.781317
A2,香山區,120.951438,24.773293
A2,東區,120.978696,24.803646
A2,東區,120.991396,24.784513
A2,東區,120.968401,24.800029
A2,東區,120.995058,24.817649
